,Name,Year,release_speed,release_spin_rate,release_extension,release_pos_x,release_pos_y,release_pos_z,spin_axis
0,Fernando Abad,23,87.54943820224719,2120.299435028249,5.869101123595506,0.12241573033707864,54.632640449438206,6.285449438202247,177.5141242937853
1,Andrew Abbott,23,88.09235635213496,2356.3943885653784,6.728149710068529,1.634691618344755,53.77207169214549,5.782150764364786,192.7559555320275
2,Cory Abbott,23,88.35277382645803,2331.0654338549075,6.257122507122507,-2.7304551920341393,54.24731152204836,5.641877667140824,128.18207681365575
3,Mick Abel,23,,,,,,,
4,Alaska Abney,23,82.025,2413.5,6.75,-1.9,53.7325,2.8175,186.5
5,Albert Abreu,23,93.27366110623353,2130.140474100088,6.618437225636523,-1.5481035996488146,53.88316066725197,5.7454433713784026,211.91834942932397
6,Bryan Abreu,23,91.69948415622697,2691.1650629163582,6.488504053058216,-2.2723802505526898,54.01080324244658,5.6969270449521,124.05773501110289
7,Domingo Acevedo,23,88.40157894736842,2027.531914893617,5.782258064516129,-1.8388421052631578,54.70121052631579,5.777368421052632,241.55851063829786
8,Aldry Acosta,23,88.74444444444445,1891.111111111111,6.2444444444444445,-1.5866666666666667,54.245555555555555,5.592222222222222,216.66666666666666
9,Garrett Acton,23,92.08629032258065,2380.8629032258063,5.993548387096775,-2.5449193548387097,54.50629032258065,6.103629032258064,190.59677419354838
10,Jason Adam,23,87.99481236203091,2517.1351052048726,6.5964640883977905,-1.4614900662251655,53.90459161147903,5.812770419426048,170.13732004429679
11,Austin Adams,23,88.67209944751382,2900.1357340720224,5.8610497237569055,-3.583425414364641,54.64019337016575,5.239889502762431,79.68144044321329
12,Mike Adams,23,90.49047619047619,2250.904761904762,5.819047619047619,-0.6552380952380952,54.6852380952381,5.827142857142857,200.85714285714286
13,Ty Adcock,23,90.92608695652174,2114.169082125604,6.379710144927536,-2.4697584541062803,54.11719806763285,6.059082125603865,153.12077294685992
14,Joan Adon,23,89.8827922077922,2217.2261904761904,6.269631236442517,-1.9486363636363635,54.22948051948052,5.8721103896103894,183.12554112554113
15,Melvin Adón,23,,,,,,,
16,Keegan Akin,23,90.43495575221239,2229.49889135255,5.83075221238938,2.397278761061947,54.670066371681415,5.9078097345132745,157.0709534368071
17,Hanser Alberto,23,63.169696969696965,1543.090909090909,4.6000000000000005,-1.8175757575757574,55.63242424242424,5.995151515151515,218.78787878787878
18,Jorge Alcala,23,90.84096045197741,2375.902857142857,5.801977401129943,-2.581751412429379,54.69833333333333,6.596101694915254,197.75142857142856
19,Sandy Alcantara,23,94.11182212581345,2224.2837495475933,6.0613381555153705,-1.9425126536514823,54.439139551699206,6.0304266088214025,218.8555917480999
20,Franco Aleman,23,,,,,,,
