,key_mlbam,name_first,name_last,at_bats,babip_P,hold_P,swing_P,Correct_P,Precision_P,ops_P,Decision,Decision_P,Total_Score
90,669224,Austin,Wells,44,76.49535625964388,104.62547130255551,122.24956326316511,107.16353528648371,93.4323440678326,152.49153184493244,427.47091392003693,106.08126194920979,220.57470600149796
91,553869,Elías,Díaz,79,123.08113581017244,81.86821188316223,110.02460693684858,95.27925490408236,94.6925293321396,127.84643578918575,381.86460305623274,94.76359131540076,220.22737711507986
92,663898,Brendan,Rodgers,63,112.78680393838145,90.77314267427892,115.76663187799727,101.06854149491168,94.10489139500969,127.07627653744369,401.7132074421976,99.6892246921494,219.62076493006197
93,596142,Gary,Sánchez,39,67.12413027911771,105.69436133389169,91.19423066002237,100.9462139002177,106.95808734840986,169.7039798838666,404.7928932425416,100.45348009636308,218.86753517785525
94,621493,Taylor,Ward,97,107.95220952105528,107.4997974372411,98.23625619361482,100.1747150950883,124.33898933515606,115.78060751189314,430.24975806110024,106.77086043098932,218.63726894746353
95,675961,Alika,Williams,32,128.55469593634598,93.06920622771702,106.96836785526946,103.14553847223016,86.18952669823318,115.01044826015104,389.37263925344985,96.62678698234647,218.40935908059498
96,665926,Andrés,Giménez,94,119.3544565753309,87.74750147092081,109.64473541258452,96.07310168628634,101.91754251907865,120.65828277292631,395.3828810888703,98.11828972033301,218.12465939446162
97,672284,Jarred,Kelenic,43,173.94292896249772,92.51569353137546,96.15134189237705,94.94940911406614,90.78630145547227,76.36854493361352,374.4027459932909,92.9118554710538,218.06759241910942
98,669222,Nick,Senzel,34,65.9959936357712,104.13071024658502,105.38755453721132,101.51460474425045,105.45542090136766,162.84589511835378,416.4882904294144,103.35581204967296,217.77675642673546
99,686676,Korey,Lee,44,93.49432431734253,84.55548906711336,140.4217956401221,112.48945292969108,94.65456949895251,127.5469294135083,432.121307135879,107.2353043994263,217.7559312648517
100,670623,Isaac,Paredes,88,106.24355036061652,94.55932377654614,91.99903357814722,92.00866928376587,100.05910570714427,141.1958628193819,378.6261323456035,93.9599318181528,217.67963840815202
101,650333,Luis,Arráez,122,119.55011961889701,97.44806042822364,92.02487842323893,95.64615946775315,101.41980450836274,121.19311558663613,386.53890282757845,95.92356642090235,216.29518402366892
102,622761,Jorge,Mateo,26,143.83742202668083,95.79850846313394,105.05821842928252,95.6879376733286,89.23150999346494,96.52662621834106,385.77617455921,95.73428763116931,215.91631175368025
103,694384,Nolan,Schanuel,72,93.49432431734253,122.2714152426803,105.90927510422719,108.4157013822872,105.72581941649936,118.35896674598621,442.32221114569404,109.76676264639921,215.69340817806358
104,595909,Jake,Cave,21,124.65909908979003,108.02675722860012,122.91396306350842,103.67448995157493,112.30756509163717,84.46079794104843,446.92277533532064,110.90843951615048,215.4683880315697
105,596115,Trevor,Story,22,118.9927764038905,106.63749959683541,115.45792085965594,105.10307544303363,114.91936893097756,92.48329014669513,442.1178648305025,109.71605202660197,215.4540853018948
106,661388,William,Contreras,94,143.22534789039707,98.54887578291817,74.34095063300582,88.97065604017368,108.49295685260054,102.94461998285843,370.35343930869817,91.90697876685464,214.9919627034824
107,656582,Connor,Joe,76,113.17733996309885,115.01121071369332,93.22490280288534,99.13873101619353,119.14434572991057,104.24961204831027,426.51919026268274,105.84508202839783,214.5585580341024
108,672386,Alejandro,Kirk,58,77.37461322814553,113.97605690205926,82.63164924269493,95.11073456814805,113.87083454292122,149.51898736452438,405.58927525582345,100.65111040572816,214.09791070206313
109,519203,Anthony,Rizzo,93,104.5527927849852,94.71436896406556,102.67053164679882,97.57900363525209,87.23636305489188,133.43009036431587,382.20026730100835,94.8468898171643,213.83833139181485
110,694671,Wyatt,Langford,84,111.30276704445538,108.18181955955026,137.1389331477814,111.87720006478474,88.08797442286385,94.78539660570678,445.2859271949803,110.50223897550036,213.54632080058144
111,665161,Jeremy,Peña,100,130.89205404427952,76.0483819353611,94.99121469772965,88.2131334674601,93.30953107765244,120.65828277292631,352.56226117820324,87.49191667446833,213.26708508307127
112,641584,Jake,Fraley,43,139.15434316999819,89.59522020356383,104.64296855406796,99.72803302954996,109.69576125229676,86.60012919588755,403.6619830394785,100.17283320885436,213.05006939179722
113,650559,Bryan,De La Cruz,96,112.97230855012221,89.21814594037943,105.72454962439424,99.35471953692597,99.95590943475653,116.99085776463069,394.25332453645615,97.83797875502249,212.81956191239894
114,643217,Andrew,Benintendi,88,80.74509827406855,99.79941742187012,101.1862939171468,101.22595649073705,107.83902866508797,141.1958628193819,410.050696494842,101.7582575348323,212.7287380815575
115,545341,Randal,Grichuk,40,102.8437567490768,95.51839586528853,82.28335988866881,91.94595128386882,99.689091120848,139.1421048147363,369.43679815867415,91.67950492762328,212.67243570952985
116,643289,Mauricio,Dubón,60,112.19318918081103,79.60878383941083,110.36418905702405,94.63311001393758,95.76614077581465,124.25235928105607,380.3722236861871,94.39324217180729,212.61601640274085
117,650907,René,Pinto,26,100.68619541867656,91.54079697588354,118.30602896435335,105.20731171161164,82.48245028110487,126.92764931342329,397.5365879329534,98.65275401357313,212.45967637962303
118,665489,Vladimir,Guerrero,92,101.62426556232882,106.12633565180214,105.72935201138604,101.57298002012409,107.73690837279146,114.24028900840896,421.1655760561037,104.51652812559509,212.44880541096398
119,542303,Marcell,Ozuna,86,113.06290382562352,97.92736420675914,97.17272977328508,93.9229290155357,105.49598067863741,115.54528107386083,394.51900367421734,97.90390973953986,212.208002189282
120,641343,Jake,Bauers,37,101.07494520793787,106.27953137269974,108.87851728125644,101.8612529874013,107.17480276388996,112.71113223321092,424.1941044052474,105.26808828715082,212.1611270077252
121,671277,Luis,García,69,130.07905991978092,100.49928129804238,94.48678076637762,96.00953147192342,111.28268004075676,93.80316451652848,402.2782735771002,99.82945160987236,211.77056382802706
122,650391,Eloy,Jiménez,50,97.23409729003623,94.27789721768737,100.75513455755367,97.43843040561553,102.15055016086893,130.1457518161259,394.6220123417255,97.92947238973461,211.61939694281568
123,669016,Brandon,Marsh,62,114.60594593738762,109.79089666896141,90.95949647556928,93.90381285117255,106.8391008030182,109.36261374737578,401.49330679872145,99.63465410733585,211.61893394971753
124,672695,Geraldo,Perdomo,21,106.85065636267717,122.21208898589104,81.67535476633874,93.72359024640143,137.9032427171731,100.01373616372882,435.51427671580433,108.07730436497502,211.50950062817802
125,666181,Will,Benson,61,110.35395657128954,102.18185989983488,109.8648035861778,102.54992162048862,105.18043936055574,104.24961204831027,419.777024467057,104.17194490355344,211.47372921335335
126,571771,Enrique,Hernández,57,98.41507822878161,99.35640273079484,104.27168631269966,102.3103519258963,105.41642111553135,119.88812352118426,411.35486208492216,102.08189951158752,211.23350038657046
127,663886,Tyler,Stephenson,49,91.58627688229471,117.84737152210923,93.27482911312921,103.85510752988777,102.299718604445,123.71447027983935,417.2770267695712,103.55154500736535,211.20191858843236
128,682928,CJ,Abrams,89,100.84781049960543,87.04450682770964,95.50747129934774,88.99444028519528,99.93960683297077,137.16169531025668,371.4860252452234,92.18804150469275,211.1927944096238
129,516782,Starling,Marte,83,117.14951480727255,90.60265715665888,99.6599700514933,100.51368233110007,95.72009936198012,112.95669025550549,386.49640890123237,95.91302112019258,210.9661236515816
130,606466,Ketel,Marte,106,119.95498214300551,93.36052246931168,108.79546730621352,98.57082297519432,104.92638032828387,100.43323111848206,405.6531930790034,100.6669722646832,210.861078895427
131,621043,Carlos,Correa,36,124.65909908979003,108.69686973333368,107.38137313656395,100.91266952253706,101.86034973427557,88.64644604834237,418.85126212671025,103.94220754802564,210.59498011709184
132,676801,Chas,McCormick,50,127.15228107158585,107.17060111070444,111.00491003848718,101.38755267323137,103.53584653687129,83.69063868930635,423.0989103592943,104.99630472787057,210.41776460831665
133,668715,Spencer,Steer,87,103.16615097086073,108.77214457386921,91.09943416245477,94.97421421310797,105.73047202252894,118.06663576706407,400.5762649719609,99.40708083609063,210.02347420505305
134,644433,Chadwick,Tromp,21,124.65909908979003,94.27789721768737,125.02796242823706,99.42919833717855,60.65188915801593,106.5721816758465,379.3869471411189,94.14873576010476,209.76437614292303
135,593160,Whit,Merrifield,43,86.97146448124886,95.44663148071658,103.99702430373421,98.70563486322224,108.5988036397738,130.63686786071506,406.74809428744686,100.93868315335226,209.7428493243342
136,641658,Garrett,Hampson,20,130.89205404427952,94.04220247464316,119.38433912418466,103.08543034957734,92.52699189663267,84.71751769162914,409.03896384503787,101.50718577123037,209.31197163918472
137,668885,Austin,Martin,50,97.23409729003623,102.83900671839665,136.2917428271773,117.13223624336591,95.02947815446223,97.29678547008317,451.29246394340214,111.99282225840432,209.25826363846403
138,681082,Bryson,Stott,74,85.91370342674719,104.78860873182143,74.29531469032133,87.14574062306701,111.17938946872681,144.9610858278987,377.4090535139366,93.65790130765345,209.09529593497638
139,660821,Jesús,Sánchez,53,105.84263130265192,85.75560142399812,112.50990025593492,96.22772155020247,98.66432661508271,116.99085776463069,393.1575498452182,97.56605110269977,208.98279563634108
140,691026,Masyn,Winn,65,138.0839251456136,103.97851686709572,96.94521817912288,102.32723482225371,90.15226355792205,83.69063868930635,393.4032334263944,97.62701998615519,208.51430190361515
141,666135,Alex,Kirilloff,66,113.32645371799094,102.19800396775625,108.61014918008469,99.65992070752617,103.42743203787981,97.29678547008317,413.8955058932469,102.71238615424352,208.02400574828056
142,575929,Willson,Contreras,64,111.02451012684425,92.80480507366102,114.87243444556032,97.92197772857607,104.51942604129634,101.41546320766037,410.11864328909377,101.77511922400207,207.99510589125435
143,679845,Nick,Loftin,25,119.67273512619845,107.32119853178487,99.91550843624071,103.47357039740521,86.18952669823318,98.83710397356731,396.89980406366396,98.4947296094712,207.74964915935408
144,624512,Reese,McGuire,35,128.22078763521262,108.15769875251358,83.56903738692928,99.31931158270754,92.40938944965207,96.8200202190047,383.45543717180243,95.15837300705769,207.67877693416636
145,572138,Jon,Singleton,36,114.27084083230754,105.26734535962639,81.86354682801235,109.23817331285053,83.86008003071336,112.22001618862177,380.22914553120256,94.35773587010611,207.60316438057077
146,592450,Aaron,Judge,82,82.09257744937392,113.57753922058352,95.05049775246091,98.39091843317604,105.82343432447163,127.84643578918575,412.8423897306921,102.45104465037731,207.42055126965715
147,677594,Julio,Rodríguez,82,145.9423599099981,88.57672644198652,108.03902485837042,91.96930560220356,90.37036194852061,80.71696824507998,378.9554188510811,94.0416476189393,207.37131169647833
148,594807,Adam,Duvall,33,90.66116297439277,106.89254543695542,92.0789979706532,97.78389393159908,107.51477041738366,122.19860127641049,404.27020775659133,100.32377036841066,206.7536524938123
149,683002,Gunnar,Henderson,88,101.99380834619186,97.99523041335122,88.18663429226118,93.55388498011166,113.89330313695099,115.78060751189314,393.629052822675,97.68305936977167,206.57026729881414
150,543510,James,McCann,40,102.8437567490768,80.09044666551112,127.34329506579701,99.75872684189314,90.3432388282685,112.95669025550549,397.5357074014698,98.65253550071546,206.5527590030066
151,642731,Thairo,Estrada,83,94.62076195972014,93.3643517020121,103.40658546696298,92.47181168954413,95.14982402824754,127.5469294135083,384.39257288676674,95.39093278135778,206.474778467972
152,657757,Gavin,Sheets,71,110.61300341770102,97.49191644101761,91.41429395794712,100.5889396553971,94.22792815195442,111.72890014403262,383.72307820631625,95.22479085624013,206.39574263710696
153,664034,Ty,France,76,113.17733996309885,101.17627994093282,98.47881485088301,100.72640018991876,104.03685293372588,98.60177753553499,404.41834791546046,100.3605328579426,206.25009160725952
154,666703,Eguy,Rosario,28,120.20698840801182,103.37750438585023,118.85374206141053,103.54088880473012,83.21747405346652,89.13756209293152,408.98960930545735,101.49493793945716,206.16721318992882
